ID,Title,Acceptance,Difficulty,Frequency,Link
937,Reorder Data in Log Files,54.30%,Easy,3.994435595, https://leetcode.com/problems/reorder-data-in-log-files
1192,Critical Connections in a Network,48.60%,Hard,3.925598813, https://leetcode.com/problems/critical-connections-in-a-network
200,Number of Islands,46.80%,Medium,3.778157841, https://leetcode.com/problems/number-of-islands
994,Rotting Oranges,49.20%,Medium,3.630716868, https://leetcode.com/problems/rotting-oranges
819,Most Common Word,44.80%,Easy,3.483275896, https://leetcode.com/problems/most-common-word
138,Copy List with Random Pointer,36.40%,Medium,3.452672602, https://leetcode.com/problems/copy-list-with-random-pointer
763,Partition Labels,76.10%,Medium,3.30523163, https://leetcode.com/problems/partition-labels
692,Top K Frequent Words,51.80%,Medium,3.25682092, https://leetcode.com/problems/top-k-frequent-words
146,LRU Cache,33.20%,Medium,3.109379948, https://leetcode.com/problems/lru-cache
1,Two Sum,45.60%,Easy,2.961938975, https://leetcode.com/problems/two-sum
572,Subtree of Another Tree,44.10%,Easy,2.945568993, https://leetcode.com/problems/subtree-of-another-tree
240,Search a 2D Matrix II,43.20%,Medium,2.798128021, https://leetcode.com/problems/search-a-2d-matrix-ii
5,Longest Palindromic Substring,29.50%,Medium,2.735820075, https://leetcode.com/problems/longest-palindromic-substring
21,Merge Two Sorted Lists,53.50%,Easy,2.678307039, https://leetcode.com/problems/merge-two-sorted-lists
472,Concatenated Words,43.70%,Hard,2.636650107, https://leetcode.com/problems/concatenated-words
973,K Closest Points to Origin,63.80%,Medium,2.624013812, https://leetcode.com/problems/k-closest-points-to-origin
23,Merge k Sorted Lists,40.20%,Hard,2.552410993, https://leetcode.com/problems/merge-k-sorted-lists
1167,Minimum Cost to Connect Sticks,62.80%,Medium,2.423130931, https://leetcode.com/problems/minimum-cost-to-connect-sticks
957,Prison Cells After N Days,40.70%,Medium,2.422691366, https://leetcode.com/problems/prison-cells-after-n-days
295,Find Median from Data Stream,44.30%,Hard,2.327911376, https://leetcode.com/problems/find-median-from-data-stream
42,Trapping Rain Water,48.90%,Hard,2.204080368, https://leetcode.com/problems/trapping-rain-water
1152,Analyze User Website Visit Pattern,43.50%,Medium,2.161063613, https://leetcode.com/problems/analyze-user-website-visit-pattern
1268,Search Suggestions System,63.20%,Medium,2.157831913, https://leetcode.com/problems/search-suggestions-system
588,Design In-Memory File System,45.90%,Hard,2.113625009, https://leetcode.com/problems/design-in-memory-file-system
460,LFU Cache,34.20%,Hard,2.029678027, https://leetcode.com/problems/lfu-cache
297,Serialize and Deserialize Binary Tree,47.50%,Hard,1.882237054, https://leetcode.com/problems/serialize-and-deserialize-binary-tree
642,Design Search Autocomplete System,44.70%,Hard,1.850014447, https://leetcode.com/problems/design-search-autocomplete-system
348,Design Tic-Tac-Toe,54.30%,Medium,1.816970041, https://leetcode.com/problems/design-tic-tac-toe
127,Word Ladder,29.60%,Medium,1.798979717, https://leetcode.com/problems/word-ladder
694,Number of Distinct Islands,56.00%,Medium,1.687940974, https://leetcode.com/problems/number-of-distinct-islands
212,Word Search II,34.90%,Hard,1.679541553, https://leetcode.com/problems/word-search-ii
126,Word Ladder II,22.10%,Hard,1.679380552, https://leetcode.com/problems/word-ladder-ii
253,Meeting Rooms II,45.70%,Medium,1.66604862, https://leetcode.com/problems/meeting-rooms-ii
273,Integer to English Words,27.10%,Hard,1.596962975, https://leetcode.com/problems/integer-to-english-words
1102,Path With Maximum Minimum Value,49.20%,Medium,1.586376094, https://leetcode.com/problems/path-with-maximum-minimum-value
866,Prime Palindrome,24.90%,Medium,1.550875383, https://leetcode.com/problems/prime-palindrome
380,Insert Delete GetRandom O(1),47.50%,Medium,1.43452041, https://leetcode.com/problems/insert-delete-getrandom-o1
1099,Two Sum Less Than K,60.60%,Easy,1.374401545, https://leetcode.com/problems/two-sum-less-than-k
2,Add Two Numbers,33.90%,Medium,1.309433028, https://leetcode.com/problems/add-two-numbers
121,Best Time to Buy and Sell Stock,50.50%,Easy,1.302785057, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
49,Group Anagrams,56.90%,Medium,1.274374878, https://leetcode.com/problems/group-anagrams
139,Word Break,40.10%,Medium,1.235118636, https://leetcode.com/problems/word-break
20,Valid Parentheses,39.00%,Easy,1.189478914, https://leetcode.com/problems/valid-parentheses
863,All Nodes Distance K in Binary Tree,55.40%,Medium,1.182233288, https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
1000,Minimum Cost to Merge Stones,39.80%,Hard,1.165362259, https://leetcode.com/problems/minimum-cost-to-merge-stones
15,3Sum,26.80%,Medium,1.158254417, https://leetcode.com/problems/3sum
269,Alien Dictionary,33.30%,Hard,1.152241098, https://leetcode.com/problems/alien-dictionary
239,Sliding Window Maximum,43.00%,Hard,1.150255773, https://leetcode.com/problems/sliding-window-maximum
545,Boundary of Binary Tree,38.90%,Medium,1.125150159, https://leetcode.com/problems/boundary-of-binary-tree
909,Snakes and Ladders,38.40%,Medium,1.0669891, https://leetcode.com/problems/snakes-and-ladders
733,Flood Fill,55.30%,Easy,1.066906042, https://leetcode.com/problems/flood-fill
99,Recover Binary Search Tree,39.70%,Hard,1.062511581, https://leetcode.com/problems/recover-binary-search-tree
238,Product of Array Except Self,60.10%,Medium,1.036885603, https://leetcode.com/problems/product-of-array-except-self
155,Min Stack,44.50%,Easy,1.033208623, https://leetcode.com/problems/min-stack
3,Longest Substring Without Repeating Characters,30.40%,Medium,0.991547884, https://leetcode.com/problems/longest-substring-without-repeating-characters
490,The Maze,51.40%,Medium,0.946710508, https://leetcode.com/problems/the-maze
353,Design Snake Game,34.20%,Medium,0.940031634, https://leetcode.com/problems/design-snake-game
322,Coin Change,35.50%,Medium,0.930364459, https://leetcode.com/problems/coin-change
17,Letter Combinations of a Phone Number,46.80%,Medium,0.920231342, https://leetcode.com/problems/letter-combinations-of-a-phone-number
140,Word Break II,32.60%,Hard,0.915097285, https://leetcode.com/problems/word-break-ii
54,Spiral Matrix,34.10%,Medium,0.911715279, https://leetcode.com/problems/spiral-matrix
53,Maximum Subarray,46.50%,Easy,0.90281494, https://leetcode.com/problems/maximum-subarray
74,Search a 2D Matrix,36.50%,Medium,0.902778928, https://leetcode.com/problems/search-a-2d-matrix
56,Merge Intervals,39.30%,Medium,0.871940168, https://leetcode.com/problems/merge-intervals
1155,Number of Dice Rolls With Target Sum,49.00%,Medium,0.866603219, https://leetcode.com/problems/number-of-dice-rolls-with-target-sum
227,Basic Calculator II,36.90%,Medium,0.865227243, https://leetcode.com/problems/basic-calculator-ii
33,Search in Rotated Sorted Array,34.50%,Medium,0.858488877, https://leetcode.com/problems/search-in-rotated-sorted-array
224,Basic Calculator,36.80%,Hard,0.856936489, https://leetcode.com/problems/basic-calculator
12,Integer to Roman,55.10%,Medium,0.849682089, https://leetcode.com/problems/integer-to-roman
815,Bus Routes,42.50%,Hard,0.847768449, https://leetcode.com/problems/bus-routes
772,Basic Calculator III,41.30%,Hard,0.843087328, https://leetcode.com/problems/basic-calculator-iii
706,Design HashMap,61.30%,Easy,0.823135611, https://leetcode.com/problems/design-hashmap
981,Time Based Key-Value Store,53.10%,Medium,0.818095133, https://leetcode.com/problems/time-based-key-value-store
456,132 Pattern,28.90%,Medium,0.813817411, https://leetcode.com/problems/132-pattern
759,Employee Free Time,66.20%,Hard,0.808852509, https://leetcode.com/problems/employee-free-time
437,Path Sum III,47.20%,Medium,0.797622619, https://leetcode.com/problems/path-sum-iii
503,Next Greater Element II,56.50%,Medium,0.796816596, https://leetcode.com/problems/next-greater-element-ii
208,Implement Trie (Prefix Tree),49.40%,Medium,0.792854887, https://leetcode.com/problems/implement-trie-prefix-tree
236,Lowest Common Ancestor of a Binary Tree,45.70%,Medium,0.792850852, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
97,Interleaving String,31.50%,Hard,0.77167733, https://leetcode.com/problems/interleaving-string
1091,Shortest Path in Binary Matrix,38.20%,Medium,0.768976225, https://leetcode.com/problems/shortest-path-in-binary-matrix
173,Binary Search Tree Iterator,56.60%,Medium,0.75492454, https://leetcode.com/problems/binary-search-tree-iterator
980,Unique Paths III,73.30%,Hard,0.747214402, https://leetcode.com/problems/unique-paths-iii
277,Find the Celebrity,41.80%,Medium,0.734842945, https://leetcode.com/problems/find-the-celebrity
496,Next Greater Element I,63.80%,Easy,0.730641385, https://leetcode.com/problems/next-greater-element-i
535,Encode and Decode TinyURL,79.90%,Medium,0.728423278, https://leetcode.com/problems/encode-and-decode-tinyurl
4,Median of Two Sorted Arrays,29.60%,Hard,0.724593591, https://leetcode.com/problems/median-of-two-sorted-arrays
45,Jump Game II,30.60%,Hard,0.721517878, https://leetcode.com/problems/jump-game-ii
726,Number of Atoms,49.00%,Hard,0.719122667, https://leetcode.com/problems/number-of-atoms
211,Add and Search Word - Data structure design,38.10%,Medium,0.717507027, https://leetcode.com/problems/add-and-search-word-data-structure-design
64,Minimum Path Sum,54.50%,Medium,0.712322932, https://leetcode.com/problems/minimum-path-sum
1044,Longest Duplicate Substring,31.90%,Hard,0.70751295, https://leetcode.com/problems/longest-duplicate-substring
314,Binary Tree Vertical Order Traversal,45.30%,Medium,0.704216987, https://leetcode.com/problems/binary-tree-vertical-order-traversal
739,Daily Temperatures,63.30%,Medium,0.697297869, https://leetcode.com/problems/daily-temperatures
394,Decode String,50.00%,Medium,0.689244536, https://leetcode.com/problems/decode-string
323,Number of Connected Components in an Undirected Graph,56.00%,Medium,0.675447603, https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
449,Serialize and Deserialize BST,52.00%,Medium,0.672782215, https://leetcode.com/problems/serialize-and-deserialize-bst
403,Frog Jump,39.70%,Hard,0.665520195, https://leetcode.com/problems/frog-jump
143,Reorder List,37.10%,Medium,0.664493618, https://leetcode.com/problems/reorder-list
11,Container With Most Water,50.80%,Medium,0.663168519, https://leetcode.com/problems/container-with-most-water
1038,Binary Search Tree to Greater Sum Tree,80.80%,Medium,0.656397638, https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
640,Solve the Equation,42.00%,Medium,0.648363578, https://leetcode.com/problems/solve-the-equation
895,Maximum Frequency Stack,60.60%,Hard,0.639755739, https://leetcode.com/problems/maximum-frequency-stack
165,Compare Version Numbers,27.40%,Medium,0.639400463, https://leetcode.com/problems/compare-version-numbers
210,Course Schedule II,40.70%,Medium,0.632932932, https://leetcode.com/problems/course-schedule-ii
91,Decode Ways,24.70%,Medium,0.621660502, https://leetcode.com/problems/decode-ways
767,Reorganize String,48.70%,Medium,0.618833235, https://leetcode.com/problems/reorganize-string
1219,Path with Maximum Gold,65.10%,Medium,0.615157279, https://leetcode.com/problems/path-with-maximum-gold
543,Diameter of Binary Tree,48.40%,Easy,0.604986538, https://leetcode.com/problems/diameter-of-binary-tree
399,Evaluate Division,51.60%,Medium,0.602571373, https://leetcode.com/problems/evaluate-division
109,Convert Sorted List to Binary Search Tree,47.70%,Medium,0.597837001, https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree
1214,Two Sum BSTs,67.60%,Medium,0.595717492, https://leetcode.com/problems/two-sum-bsts
721,Accounts Merge,48.80%,Medium,0.590853665, https://leetcode.com/problems/accounts-merge
445,Add Two Numbers II,54.50%,Medium,0.58447266, https://leetcode.com/problems/add-two-numbers-ii
55,Jump Game,34.60%,Medium,0.580402413, https://leetcode.com/problems/jump-game
317,Shortest Distance from All Buildings,41.40%,Hard,0.578502349, https://leetcode.com/problems/shortest-distance-from-all-buildings
362,Design Hit Counter,63.70%,Medium,0.575283807, https://leetcode.com/problems/design-hit-counter
634,Find the Derangement of An Array,40.10%,Medium,0.56230758, https://leetcode.com/problems/find-the-derangement-of-an-array
987,Vertical Order Traversal of a Binary Tree,36.60%,Medium,0.557780466, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
105,Construct Binary Tree from Preorder and Inorder Traversal,48.80%,Medium,0.557577792, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
289,Game of Life,54.50%,Medium,0.55291549, https://leetcode.com/problems/game-of-life
489,Robot Room Cleaner,69.70%,Hard,0.547982987, https://leetcode.com/problems/robot-room-cleaner
341,Flatten Nested List Iterator,52.90%,Medium,0.54611874, https://leetcode.com/problems/flatten-nested-list-iterator
93,Restore IP Addresses,35.60%,Medium,0.541488403, https://leetcode.com/problems/restore-ip-addresses
207,Course Schedule,43.10%,Medium,0.540343358, https://leetcode.com/problems/course-schedule
770,Basic Calculator IV,48.10%,Hard,0.538996501, https://leetcode.com/problems/basic-calculator-iv
480,Sliding Window Median,37.20%,Hard,0.527495511, https://leetcode.com/problems/sliding-window-median
76,Minimum Window Substring,34.60%,Hard,0.524237392, https://leetcode.com/problems/minimum-window-substring
1429,First Unique Number,47.00%,Medium,0.523962102, https://leetcode.com/problems/first-unique-number
622,Design Circular Queue,43.70%,Medium,0.523016767, https://leetcode.com/problems/design-circular-queue
103,Binary Tree Zigzag Level Order Traversal,48.30%,Medium,0.521151303, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
206,Reverse Linked List,62.50%,Easy,0.51701434, https://leetcode.com/problems/reverse-linked-list
215,Kth Largest Element in an Array,55.40%,Medium,0.507300356, https://leetcode.com/problems/kth-largest-element-in-an-array
347,Top K Frequent Elements,61.20%,Medium,0.50420249, https://leetcode.com/problems/top-k-frequent-elements
22,Generate Parentheses,62.70%,Medium,0.488193823, https://leetcode.com/problems/generate-parentheses
1236,Web Crawler,64.30%,Medium,0.485507816, https://leetcode.com/problems/web-crawler
388,Longest Absolute File Path,41.80%,Medium,0.475423697, https://leetcode.com/problems/longest-absolute-file-path
352,Data Stream as Disjoint Intervals,47.30%,Hard,0.475160625, https://leetcode.com/problems/data-stream-as-disjoint-intervals
188,Best Time to Buy and Sell Stock IV,28.00%,Hard,0.469691341, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv
116,Populating Next Right Pointers in Each Node,45.20%,Medium,0.467792054, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
36,Valid Sudoku,48.70%,Medium,0.463769523, https://leetcode.com/problems/valid-sudoku
1046,Last Stone Weight,62.20%,Easy,0.46111559, https://leetcode.com/problems/last-stone-weight
98,Validate Binary Search Tree,27.80%,Medium,0.456050605, https://leetcode.com/problems/validate-binary-search-tree
25,Reverse Nodes in k-Group,42.10%,Hard,0.455757132, https://leetcode.com/problems/reverse-nodes-in-k-group
465,Optimal Account Balancing,46.90%,Hard,0.447460229, https://leetcode.com/problems/optimal-account-balancing
221,Maximal Square,37.70%,Medium,0.443959508, https://leetcode.com/problems/maximal-square
124,Binary Tree Maximum Path Sum,34.30%,Hard,0.441287801, https://leetcode.com/problems/binary-tree-maximum-path-sum
384,Shuffle an Array,52.80%,Medium,0.440322365, https://leetcode.com/problems/shuffle-an-array
564,Find the Closest Palindrome,19.70%,Hard,0.437122428, https://leetcode.com/problems/find-the-closest-palindrome
84,Largest Rectangle in Histogram,35.20%,Hard,0.429044277, https://leetcode.com/problems/largest-rectangle-in-histogram
737,Sentence Similarity II,45.80%,Medium,0.426518517, https://leetcode.com/problems/sentence-similarity-ii
218,The Skyline Problem,34.60%,Hard,0.420406688, https://leetcode.com/problems/the-skyline-problem
199,Binary Tree Right Side View,54.10%,Medium,0.414965357, https://leetcode.com/problems/binary-tree-right-side-view
997,Find the Town Judge,50.10%,Easy,0.413330317, https://leetcode.com/problems/find-the-town-judge
46,Permutations,63.50%,Medium,0.412936861, https://leetcode.com/problems/permutations
79,Word Search,35.60%,Medium,0.412272938, https://leetcode.com/problems/word-search
735,Asteroid Collision,41.00%,Medium,0.41004368, https://leetcode.com/problems/asteroid-collision
675,Cut Off Trees for Golf Event,34.60%,Hard,0.40225041, https://leetcode.com/problems/cut-off-trees-for-golf-event
378,Kth Smallest Element in a Sorted Matrix,54.30%,Medium,0.401752353, https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
1011,Capacity To Ship Packages Within D Days,58.10%,Medium,0.398052934, https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
1335,Minimum Difficulty of a Job Schedule,57.60%,Hard,0.396304739, https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule
85,Maximal Rectangle,37.70%,Hard,0.394216396, https://leetcode.com/problems/maximal-rectangle
1197,Minimum Knight Moves,36.10%,Medium,0.393588784, https://leetcode.com/problems/minimum-knight-moves
688,Knight Probability in Chessboard,48.90%,Medium,0.389778512, https://leetcode.com/problems/knight-probability-in-chessboard
57,Insert Interval,33.50%,Hard,0.388932138, https://leetcode.com/problems/insert-interval
1215,Stepping Numbers,41.60%,Medium,0.385662481, https://leetcode.com/problems/stepping-numbers
1057,Campus Bikes,57.70%,Medium,0.378713902, https://leetcode.com/problems/campus-bikes
75,Sort Colors,47.30%,Medium,0.372736456, https://leetcode.com/problems/sort-colors
101,Symmetric Tree,46.80%,Easy,0.372371994, https://leetcode.com/problems/symmetric-tree
1279,Traffic Light Controlled Intersection,74.30%,Easy,0.371176035, https://leetcode.com/problems/traffic-light-controlled-intersection
336,Palindrome Pairs,33.70%,Hard,0.35919278, https://leetcode.com/problems/palindrome-pairs
556,Next Greater Element III,31.70%,Medium,0.35846974, https://leetcode.com/problems/next-greater-element-iii
978,Longest Turbulent Subarray,46.60%,Medium,0.358109321, https://leetcode.com/problems/longest-turbulent-subarray
1032,Stream of Characters,48.30%,Hard,0.357361993, https://leetcode.com/problems/stream-of-characters
387,First Unique Character in a String,53.40%,Easy,0.350247707, https://leetcode.com/problems/first-unique-character-in-a-string
332,Reconstruct Itinerary,36.70%,Medium,0.349934829, https://leetcode.com/problems/reconstruct-itinerary
628,Maximum Product of Three Numbers,47.10%,Easy,0.348306694, https://leetcode.com/problems/maximum-product-of-three-numbers
1100,Find K-Length Substrings With No Repeated Characters,72.70%,Medium,0.348306694, https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters
13,Roman to Integer,55.70%,Easy,0.347548762, https://leetcode.com/problems/roman-to-integer
39,Combination Sum,56.10%,Medium,0.346534856, https://leetcode.com/problems/combination-sum
312,Burst Balloons,51.80%,Hard,0.34621317, https://leetcode.com/problems/burst-balloons
529,Minesweeper,59.10%,Medium,0.341630211, https://leetcode.com/problems/minesweeper
1130,Minimum Cost Tree From Leaf Values,66.10%,Medium,0.337877554, https://leetcode.com/problems/minimum-cost-tree-from-leaf-values
133,Clone Graph,34.80%,Medium,0.336705636, https://leetcode.com/problems/clone-graph
287,Find the Duplicate Number,55.50%,Medium,0.335447222, https://leetcode.com/problems/find-the-duplicate-number
333,Largest BST Subtree,35.80%,Medium,0.329314971, https://leetcode.com/problems/largest-bst-subtree
560,Subarray Sum Equals K,43.90%,Medium,0.327178003, https://leetcode.com/problems/subarray-sum-equals-k
32,Longest Valid Parentheses,28.40%,Hard,0.326946791, https://leetcode.com/problems/longest-valid-parentheses
794,Valid Tic-Tac-Toe State,32.60%,Medium,0.326763422, https://leetcode.com/problems/valid-tic-tac-toe-state
695,Max Area of Island,62.70%,Medium,0.326574342, https://leetcode.com/problems/max-area-of-island
518,Coin Change 2,50.20%,Medium,0.323055909, https://leetcode.com/problems/coin-change-2
901,Online Stock Span,60.20%,Medium,0.322546506, https://leetcode.com/problems/online-stock-span
547,Friend Circles,58.60%,Medium,0.316410315, https://leetcode.com/problems/friend-circles
135,Candy,31.60%,Hard,0.314876894, https://leetcode.com/problems/candy
102,Binary Tree Level Order Traversal,54.60%,Medium,0.310835217, https://leetcode.com/problems/binary-tree-level-order-traversal
72,Edit Distance,44.80%,Hard,0.309281991, https://leetcode.com/problems/edit-distance
41,First Missing Positive,32.00%,Hard,0.308803316, https://leetcode.com/problems/first-missing-positive
185,Department Top Three Salaries,34.50%,Hard,0.306709103, https://leetcode.com/problems/department-top-three-salaries
10,Regular Expression Matching,26.80%,Hard,0.302625754, https://leetcode.com/problems/regular-expression-matching
205,Isomorphic Strings,39.80%,Easy,0.301018006, https://leetcode.com/problems/isomorphic-strings
854,K-Similar Strings,38.20%,Hard,0.300185633, https://leetcode.com/problems/k-similar-strings
703,Kth Largest Element in a Stream,49.70%,Easy,0.300026835, https://leetcode.com/problems/kth-largest-element-in-a-stream
1244,Design A Leaderboard,60.70%,Medium,0.296819465, https://leetcode.com/problems/design-a-leaderboard
1229,Meeting Scheduler,52.70%,Medium,0.295560175, https://leetcode.com/problems/meeting-scheduler
134,Gas Station,38.50%,Medium,0.29303036, https://leetcode.com/problems/gas-station
1031,Maximum Sum of Two Non-Overlapping Subarrays,57.90%,Medium,0.292867095, https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
1275,Find Winner on a Tic Tac Toe Game,52.80%,Easy,0.292426236, https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game
261,Graph Valid Tree,42.20%,Medium,0.290959996, https://leetcode.com/problems/graph-valid-tree
1166,Design File System,56.80%,Medium,0.289780709, https://leetcode.com/problems/design-file-system
417,Pacific Atlantic Water Flow,41.10%,Medium,0.279424387, https://leetcode.com/problems/pacific-atlantic-water-flow
410,Split Array Largest Sum,44.50%,Hard,0.277829776, https://leetcode.com/problems/split-array-largest-sum
1172,Dinner Plate Stacks,38.20%,Hard,0.271109517, https://leetcode.com/problems/dinner-plate-stacks
1120,Maximum Average Subtree,61.90%,Medium,0.269476108, https://leetcode.com/problems/maximum-average-subtree
409,Longest Palindrome,50.30%,Easy,0.268782121, https://leetcode.com/problems/longest-palindrome
19,Remove Nth Node From End of List,35.20%,Medium,0.268590177, https://leetcode.com/problems/remove-nth-node-from-end-of-list
426,Convert Binary Search Tree to Sorted Doubly Linked List,59.10%,Medium,0.262552784, https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list
18,4Sum,33.70%,Medium,0.26175539, https://leetcode.com/problems/4sum
1139,Largest 1-Bordered Square,47.50%,Medium,0.261597295, https://leetcode.com/problems/largest-1-bordered-square
300,Longest Increasing Subsequence,42.60%,Medium,0.259986142, https://leetcode.com/problems/longest-increasing-subsequence
37,Sudoku Solver,43.60%,Hard,0.257829109, https://leetcode.com/problems/sudoku-solver
632,Smallest Range Covering Elements from K Lists,52.40%,Hard,0.257412008, https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
177,Nth Highest Salary,31.40%,Medium,0.257088533, https://leetcode.com/problems/nth-highest-salary
315,Count of Smaller Numbers After Self,41.50%,Hard,0.256760759, https://leetcode.com/problems/count-of-smaller-numbers-after-self
466,Count The Repetitions,28.20%,Hard,0.256168807, https://leetcode.com/problems/count-the-repetitions
286,Walls and Gates,54.50%,Medium,0.253141747, https://leetcode.com/problems/walls-and-gates
187,Repeated DNA Sequences,38.90%,Medium,0.252911873, https://leetcode.com/problems/repeated-dna-sequences
48,Rotate Image,56.70%,Medium,0.252590753, https://leetcode.com/problems/rotate-image
96,Unique Binary Search Trees,52.90%,Medium,0.247541717, https://leetcode.com/problems/unique-binary-search-trees
1066,Campus Bikes II,54.20%,Medium,0.244453338, https://leetcode.com/problems/campus-bikes-ii
128,Longest Consecutive Sequence,45.10%,Hard,0.242995208, https://leetcode.com/problems/longest-consecutive-sequence
153,Find Minimum in Rotated Sorted Array,45.10%,Medium,0.240489878, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
775,Global and Local Inversions,42.10%,Medium,0.239229689, https://leetcode.com/problems/global-and-local-inversions
120,Triangle,44.20%,Medium,0.238875253, https://leetcode.com/problems/triangle
176,Second Highest Salary,31.60%,Easy,0.236779289, https://leetcode.com/problems/second-highest-salary
296,Best Meeting Point,57.50%,Hard,0.236701083, https://leetcode.com/problems/best-meeting-point
51,N-Queens,46.60%,Hard,0.234647376, https://leetcode.com/problems/n-queens
1188,Design Bounded Blocking Queue,70.50%,Medium,0.233007281, https://leetcode.com/problems/design-bounded-blocking-queue
1094,Car Pooling,56.70%,Medium,0.22804953, https://leetcode.com/problems/car-pooling
682,Baseball Game,63.70%,Easy,0.220573618, https://leetcode.com/problems/baseball-game
29,Divide Two Integers,16.40%,Medium,0.218853015, https://leetcode.com/problems/divide-two-integers
1122,Relative Sort Array,67.70%,Easy,0.21796116, https://leetcode.com/problems/relative-sort-array
939,Minimum Area Rectangle,51.80%,Medium,0.216922691, https://leetcode.com/problems/minimum-area-rectangle
192,Word Frequency,25.80%,Medium,0.216148634, https://leetcode.com/problems/word-frequency
373,Find K Pairs with Smallest Sums,36.70%,Medium,0.214724981, https://leetcode.com/problems/find-k-pairs-with-smallest-sums
442,Find All Duplicates in an Array,67.80%,Medium,0.213348229, https://leetcode.com/problems/find-all-duplicates-in-an-array
152,Maximum Product Subarray,31.70%,Medium,0.212576352, https://leetcode.com/problems/maximum-product-subarray
356,Line Reflection,31.80%,Medium,0.212435537, https://leetcode.com/problems/line-reflection
229,Majority Element II,35.60%,Medium,0.211629709, https://leetcode.com/problems/majority-element-ii
1135,Connecting Cities With Minimum Cost,57.50%,Medium,0.210564769, https://leetcode.com/problems/connecting-cities-with-minimum-cost
117,Populating Next Right Pointers in Each Node II,39.10%,Medium,0.208605393, https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
169,Majority Element,58.70%,Easy,0.207956274, https://leetcode.com/problems/majority-element
123,Best Time to Buy and Sell Stock III,37.50%,Hard,0.206470789, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii
1004,Max Consecutive Ones III,59.10%,Medium,0.206439534, https://leetcode.com/problems/max-consecutive-ones-iii
148,Sort List,42.30%,Medium,0.205524454, https://leetcode.com/problems/sort-list
179,Largest Number,28.80%,Medium,0.20162217, https://leetcode.com/problems/largest-number
542,01 Matrix,39.80%,Medium,0.200588272, https://leetcode.com/problems/01-matrix
1143,Longest Common Subsequence,58.40%,Medium,0.200388267, https://leetcode.com/problems/longest-common-subsequence
63,Unique Paths II,34.60%,Medium,0.197842572, https://leetcode.com/problems/unique-paths-ii
690,Employee Importance,57.30%,Easy,0.197685619, https://leetcode.com/problems/employee-importance
1315,Sum of Nodes with Even-Valued Grandparent,83.50%,Medium,0.19757677, https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent
88,Merge Sorted Array,39.40%,Easy,0.197060162, https://leetcode.com/problems/merge-sorted-array
31,Next Permutation,32.60%,Medium,0.195797978, https://leetcode.com/problems/next-permutation
1360,Number of Days Between Two Dates,48.80%,Easy,0.195783023, https://leetcode.com/problems/number-of-days-between-two-dates
122,Best Time to Buy and Sell Stock II,57.00%,Easy,0.194788326, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii
73,Set Matrix Zeroes,43.10%,Medium,0.193058035, https://leetcode.com/problems/set-matrix-zeroes
272,Closest Binary Search Tree Value II,50.50%,Hard,0.192077732, https://leetcode.com/problems/closest-binary-search-tree-value-ii
1198,Find Smallest Common Element in All Rows,74.90%,Medium,0.191055237, https://leetcode.com/problems/find-smallest-common-element-in-all-rows
756,Pyramid Transition Matrix,54.60%,Medium,0.191055237, https://leetcode.com/problems/pyramid-transition-matrix
678,Valid Parenthesis String,31.00%,Medium,0.187953761, https://leetcode.com/problems/valid-parenthesis-string
438,Find All Anagrams in a String,43.30%,Medium,0.185647991, https://leetcode.com/problems/find-all-anagrams-in-a-string
262,Trips and Users,32.70%,Hard,0.185578889, https://leetcode.com/problems/trips-and-users
71,Simplify Path,32.60%,Medium,0.183004384, https://leetcode.com/problems/simplify-path
113,Path Sum II,46.70%,Medium,0.181583822, https://leetcode.com/problems/path-sum-ii
59,Spiral Matrix II,53.90%,Medium,0.17813453, https://leetcode.com/problems/spiral-matrix-ii
473,Matchsticks to Square,37.70%,Medium,0.175890666, https://leetcode.com/problems/matchsticks-to-square
230,Kth Smallest Element in a BST,60.20%,Medium,0.175865036, https://leetcode.com/problems/kth-smallest-element-in-a-bst
